"X","rating","location","text"
738,4,"au"," Plumber crack Fun and addictive great for killing time"
739,5,"us"," Instagram I'm not getting my followers :( so follow me plz @El__chapo"
740,5,"au"," Super fun Can't stop playing! Highly recommend!"
741,3,"gb"," Djdicudksjek Hgfinvcfdsww"
742,5,"nz"," Awesome! A awesome game with a awsome diversity of players from around the world, by far the best mobile 3dmmo available!!!"
743,1,"gb"," Stv Player Absolutely rubbish does not work at all or stops working! Most rubbish app !!"
744,5,"au"," Great Game Very challenging, but it would be good if you took the advertising off the main game and put it some where else, also when you go to war , it would be great that we could see the war , not the outside of it."
745,4,"gb"," Hello It is a good game I like it"
746,4,"au"," Great Except if you download it on another platform on the same apple ID and game centre you don't get your coins or characters back :<"
747,4,"gb"," Love the game BUT... I have been playing this game around a year and have 4 characters over level 100 its a fantastic game however without buying in app purchases dont bother you may aswell delete it now it costs so much for the items and mobs pay u so little so prepare to pay to play or my advice is look else where"
748,5,"nz"," A Good"
749,5,"gb"," Hay Day from GeeG A frustratingly addictive game, and a constant battle to keep all the elements up to date. Very enjoyable, give it a try."
750,5,"nz"," Great game I just can't stop playing this game."
751,3,"gb"," . @Abigal have u heard of order and chaos, its alot better of an MMORPG game than this 1 but it costs £3.99"
752,3,"au"," Lilkapn Decent game. Doesn't always respond immediately to what you are tapping on. Average."
753,5,"us"," Plumber Crack This game is hilarious, and actually pretty amusing to anyone who plays. I would recommend this game for entertainment, for people who love laughing at everything, I give PLUMBER'S CRACK A 5<f0><U+009F><U+008C><U+009F>"
754,4,"nz"," Angry Birds Free Fun"
755,5,"us"," Awsomeness <f0><U+009F><U+008F><U+00A8><f0><U+009F><U+008C><U+0085><f0><U+009F><U+009A><U+0081><f0><U+009F><U+009A><U+00B2><f0><U+009F><U+009A><U+0093> THIS GAME IS IN MY TOP 5 games!!!!!!!!"
756,5,"us"," Mega Fame Casino Good game. Pays often."
757,1,"us"," Bad glitch Simon called me telling me I needed to do a photoshoot that I never even heard of before at muse magazine and when I went to do it I found that muse is locked. Now I have no way to accomplish anymore goals. What's the point of playing this game if it doesn't even work properly?"
758,4,"gb"," Great fun, but I like this game it's very fun and enjoyable but the reason I put 4 stars instead of 5 is because when you run out of energy cores you have to wait about 7 mins to fight again, so please change that, thx"
759,4,"gb"," Love I love this game I'm always playing it ."
760,1,"gb"," Total crashes I brought this game as it look good but the game crashes all the time. Have to re load about four times per race, stay clear."
761,5,"au"," Epic Addictive and fun"
762,5,"us"," Z Fun game"
763,5,"us"," Game Love this game."
764,1,"au"," Addictive Still has bugs in the system - maybe the farm animals could consume the computer bugs?"
765,1,"au"," Unfair The past couple of days game just keeps Updating  never opens please explain????           Finally gave up and deleted game along with  all credits $17000000approx. What scam are you running ? Who can help an d refund credits? So very unfair.  ,!,"
766,1,"gb"," Terrible Isn't the idea of games that they're meant to be fun or challenging?

Where is the fun on clicking to make a minor upgrade to a room, and then waiting a week for the upgrade to complete? 

Where is the challenge in taking the alternative approach and paying big money to make upgrades?

The original Dungeon Keeper was one of the great computer games. This version is a miserable, venal, travesty of a game."
767,2,"us"," To I can't play this f  kin game"
768,5,"gb"," Cool game I enjoyed the management and strategical part of this game. Would definately recommend, although its not an actual racing game."
769,5,"us"," OMG Best fu**ing game ever!!!!!!"
770,4,"au"," Awesome TD While it may be annoying how long it takes to dig out room and tunnels at the start it's still awesome"
771,5,"us"," GOLEM KING!!!!!! This is a great game and im in love with it I recommend it to everyone. I think they should add the golem king. Because like y not i mean its the GOLEM KING!!!! Nothing gets better than that"
772,5,"gb"," Djdbndnx Oddly addictive"
773,3,"au"," Great game but!!! This is a great game, but it makes you have to spend heaps to get items. Most items early require gold, but later they require tickets and that just means spending more. A little disappointing I think"
774,5,"au"," Great game This game is so addictive and amazing"
775,2,"gb"," Fun for a while Fun for a while, but the novelty wears off when you realise silly items like a pair of glasses costs up to 3000, yet a job only pays you around 200 at a time. Bearing in mind that a job can take up to 8 hours and I don't have the time nor energy to complete it.

I'm an A lister, yet I can't afford to buy any luxuries. It's clearly just a ploy to try and get people to spend real money on the game.

Also, why do I have to constantly use K stars to charm my date, even when we're engaged? I've bought a wedding dress that I don't like for a ridiculous amount of money and paid a lot to keep the venue, just to end up with no K stars/money left because my date gets insecure every couple of days! What a waste!"
776,5,"au"," Great Game I am addicted to this game"
777,1,"nz"," Typical EA failure again No surprises that EA actually expect me to spend money on a game that doesn't work. I haven't been able to log in for over half a day now, game crashes every time I complete a mission or upgrade a building. No I know why EA is voted as one of the worst software companies in the USA"
778,5,"nz"," Good H"
779,5,"nz"," Great game Really fun! U get hooked after a while! Love it!"
780,4,"us"," Fun and addictive This game is fun to play and very addictive. 
Only problem is that it runs down your phone battery fast!"
781,5,"us"," Best games ever This is the best game ever and it got a lot of action and   Player to battle attack ."
782,1,"us"," Crashes It keeps Crashing before it can finishing loading."
783,5,"nz"," Awesome Addicting.... A little too addicting. Kind of a buzzkill how easy you can lose the chips but apart from that it's a good game!"
784,5,"gb"," Best game ever This is the best mmorpg ever its so cool. U hang around with ur friends, fight bosses, and lvl to the best. If u install this game join world lugh my ign (in game name) is charlotte2001. Im lvl 100"
785,1,"au"," Frustrating!! Game keeps closing within a few minutes if of loading.  Very frustrating, about to be deleted!"
786,4,"gb"," Pretty good game Was looking for something good and new to play, this seems like the game it's going to be. Good fun so far <f0><U+009F><U+0091><U+008D>"
787,5,"au"," Cool like it"
788,4,"us"," Clash of clans review This game is fun and addicting. Once you start playing it, you will be absorbed in improving your village and destroying others. Later on though, upgrades cost a ton and they take forever. Overall, this game gets a 8.5/10 from me."
789,5,"gb"," Surprised Quite easy and quick game to play anywhere. What else u want?"
790,5,"us"," Fun! Great game!!"
791,4,"us"," Good game It is a decent game"
792,4,"nz"," Love the game but not loading anymore Ah same thing happened!! It has no internet connection when I do have internet connection! Please please please fix!! But on the plus side I really love this game!"
793,5,"gb"," The Halloween crash The game has just started crashing on October 31 2014 in the evening. Im hoping that can be fixed because ive been playing this on my iPhone 4 ios 6 for ages.  :("
794,3,"us"," Farm up Love to play. Good game, it would be great if your farmer didn't have an energy bar. You run out of energy fast, crops die before you can collect them."
795,1,"nz"," Crashes! After up two days of updating, it totally crashes. Can't open and play it anymore on my ipad mini.
Please do fix this ASAP."
796,5,"au"," Subway surfers Subway surfers keeps you occupied when you feel bored. You have to get 500 coins for a mystery box  and 300 for a bored. I love this game."
797,5,"au"," fantastic Love the iconic style"
798,5,"gb"," SGOOD YA Very good game, original and very fun"
799,5,"nz"," you should play this game love the game"
800,1,"au"," <f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E><f0><U+009F><U+0091><U+008E> Not too impressed ... Impossible to build some money.. It lasts for about a minute... Some of the  games are not worth playing.. I would never spend real money to buy fake credits..."
801,3,"us"," Fun... But This is a fun game but some of the items take way too long to grow.  8 hours for a lemon, really?  In this sense you need to have patience and warm up to the fact you will not be able to achieve all the goals they set.  But it is fun and a time killer when needed."
802,5,"us"," Love hate I love this game but I hate that I am so addicted lol :P"
803,4,"nz"," Crushin' it! A fantastic game to keep the brain active!"
804,1,"gb"," TOM!!!! WASTED 15 diamonds thinking Tom would be able to look for market stakes!!!! Then had to wait 2 hours each time before I could use him again!!! Waste of sacred diamonds I want them back!!!!!"
805,2,"gb"," Dead Trigger 2 The game is fun to play with excellent graphics. However, the major issue with the game is the constant shutting down of the game.  This was a major flaw in the first version and remains in DT2. 

I would not recommend this game unless the constant shutting down has been resolved."
806,5,"us"," Awesome game! So much fun"
807,5,"nz"," Clash of Clans I enjoy the clan vs clan battles and the gameplay and replays are very smooth.  I would recommend this to all my friends."
808,5,"gb"," Cool Good game"
809,5,"au"," Worth getting Good game"
810,5,"gb"," 3gggv Big"
811,5,"au"," Great game Awesome game, addictive, I highly recommend this for everyone who doesn't have this amazing game."
812,5,"nz"," Great app Awesome app it is very fun thank you so much for making it I play it everywhere and everyday I get more and more coins my cousin even plays it he is much better than me but I  still love it and play it 
Thanks again love Erin bray age 9 OOOOXXXX"
813,2,"gb"," Gutted Upgraded to iPhone 6 from 5s, had 1.5 million coins now I have 4,000 as I've had to start from scratch with everything. Lost all my characters and boards. Bejewelled never has this problem so why does it always happen with this game?? Not the first time...sort it out guys."
814,5,"au"," Plz make confirm button Accidentally use diamond so easy if play on phone"
815,5,"nz"," Love this Great wee game.. Played FarmVille but this is so much better.... Very addictive....!"
816,5,"gb"," Subway surfers Top game"
817,1,"us"," Dumb game Don't waste your money"
818,2,"au"," Ruined by micro transactions The game seems like it would be enjoyable if it weren’t for the fact that wait-times stop you from playing for more than a few minutes a day, unless you’re prepared to spend money on the ridiculous amount of in-app purchases. Don’t waste your time or money with this game."
819,5,"us"," Totally addictive to make it short and sweet, this game is great to play and keep busy with. I'm having a bit of trouble with some missions not popping up but, other than that, I still love this game!"
820,5,"au"," Great game nuff' said... Enough said..."
821,5,"au"," Yea Love this game"
822,5,"nz"," A Very Nice App"
823,1,"au"," i don't like I don't like it be ause I spend a lot of money and way nearly throw the game when I lost all my data and when I went to go on again I had to buy all my things again"
824,5,"us"," Fantastic game Enjoy playing all the tome"
825,2,"gb"," Addictive but frustrating Used to really love this game, am addicted so still playing but it keeps crashing. I keep loosing helping hands and items I have brought. It's nice you want to improve the events but try improving the basic things first!"
826,4,"nz"," Lol Very funny game but good Lols"
827,5,"us"," <f0><U+009F><U+0091><U+0089><f0><U+009F><U+0098><U+0081><f0><U+009F><U+0091><U+0088> Love it"
828,5,"nz"," PLUMBER CRACK Fun, creative, and lots of fun and laughs, all of my mates av it and they adoor it!"
829,5,"us"," Amazing This app is amazing i can see what I want to be when I grow up."
830,5,"au"," Wrb This game is so good can you try bring out some new updates"
831,2,"au"," Crash!!!!! Just got this app.... Have had a few fights now but just as I start to make some progress the game is crashed....... Now it won't load the game at all..... 5 stars if there was no crashing so please please fix this!!!!"
832,5,"us"," Great game, new update??? Hey everyone! If you are looking for an awesome MMORPG to play, this is the game for you. I highly suggest this game for it's high graphics, speedy updates, and great storyline. Even after you've completed the game and have reached maximum power, you still aren't done! The great amount of fast new updates allow more fun as they add new items and opportunities! Plus you always have you social life, where you can chat and connect with players all around the world! This is a great, Must - get game.
Now i have a couple of questions and wishes. First off, could you please add some capes? If this came up in the next update, this would really re-ignite my passion for the game. Second, could you add horses? Being able to ride horses would certainly  make hundreds of players joyous. Thank you for all your time and fun, and keep working on this game! It's a winner, and i shall continue to support it so long as you continue to support us with your quick yet wonderful updates! ;)"
833,5,"gb"," Good game Very gd game"
834,5,"gb"," Legendary. Love the new freebies too"
835,4,"us"," In-App purchases ruin it It could be a good game but like most games with in-app purchases the use it as a way of limiting game play. This would be fine except it is SO restricted you play for a minute or two until you hit that limit. Not nearly long enough to grab your attention and want more. In-App purchases are that of greedy developers. Just let me pay one price and be done with it."
836,3,"gb"," Mobile Data Error Game doesn't work with Mobile Data and occasionally not with Wi-Fi. As for the game if you are  expecting anything close to the original awesome Dungeon Keepers you'll be disappointed with this awful game if you want something to keep you occupied on a smoke break and on the loo this will do."
837,4,"gb"," Great game This is a great game but it needs to take away ads and add more ways to control the people instead of just jump you should have duck and jump"
838,5,"gb"," Addictive! Too addictive! So much to do, so little time! Start at you own peril!...."
839,5,"us"," Awesome Skeet skert said the cow, I love this game not just doing this for the reward"
840,4,"us"," Joan. 69 It's pretty fun because you can do all kinds of stuff and you gat a lot of coins. I like building the houses but it takes to long about 5 minutes."
841,5,"nz"," Clan tournaments I really love this game 1000000000000000000000% and this will make it 100 times better if there was clan tournament where your clan practises fighting each other for clan wars. This is what happens. You have a button down when you tap on the clan castle down like where you are upgrading it. Then  when you press the button it says are you sure when you press yes you sign in for a clan tournament you get 1 hour to train troops then when two people are online and they have signed in they fight  troop vs troop. The winner that kills all the enemy troops wins 1000000 gold and elixir and the loser wins nothing they can only play 2 times a week there is no time in the battle  and it has to be a fair fight for next update plz do it supercell plz"
842,1,"us"," Fix please Game freezes up right after I complete the very first statue puzzle."
843,4,"nz"," Love it So addictive! Really enjoy it. Only thing I don't like is that its too easy to click on the wrong thing and lose valuable diamonds. Wish there was a 'are you sure' option on 'spending' diamonds."
844,4,"au"," Awesome game first play Well the game is awesome but weird"
845,1,"nz"," Wtf, I can't even play the game Me and my brother do not want to share the same village, I've tried to disconnect but nothing is working. I've made several new Game Center accounts and they have not worked or helped me in any way. I've made my decision, I hate this game and will not download it again unless my problem gets fixed"
846,1,"gb"," Needs an update please It won't let me buy credits, it says the transaction has already been made but it hasn't. Really needs an update <f0><U+009F><U+0098><U+008A>"
847,1,"au"," Stahp opening on me for no reason I only downloaded this app to hopefully stop being redirected to it every 3 minutes but it doesn't seem to have done much. Whoever designed it to be like this is an oxygen thief. Boo-urns"
848,5,"us"," Fun game A little time consuming but none the less a very fun game, my GF hates that I'm addicted to it lol..."
849,5,"gb"," Great Great game, shame about the cost of gold, but great"
850,3,"us"," FUN BUT EXPENSIVE!! This is a fun game but having to buy diamonds is expensive why can't we use coins to unlock toolboxes??  Why must we have to keep purchasing and wasting money on diamonds we should be able to use coins.. Should be able to buy tom ""errand boy"" with coins also"
851,4,"us"," Fun Fun"
852,1,"au"," Offensive. Its terrifying that today in society a game that includes a murder and autopsy is considered fun. Definitely not suitable for children, this app should be for 18+ Or deleted altogether, this sort of violence gives unstable people bad ideas."
853,5,"au"," Josh The best"
854,1,"gb"," Ok Takes a longggg time to load"
855,5,"gb"," Good slots Yes they are"
856,5,"au"," Fsjejfb Best game very addicitive"
857,5,"us"," Really ? People only rating this game 1, 2 or 3 stars . You're out of your mind . Best game ever u people are way to picky its a free game jeeze"
858,3,"gb"," Farm game Really fab game worth getting x"
859,1,"gb"," Pula Great"
860,4,"au"," Buttcrack Cool game I like it"
861,5,"au"," Miss Great addictive game"
862,4,"gb"," Do what the other guy said When it says checking location keep tapping the right corner then it should work like. It has for me."
863,5,"gb"," Love it! Hate the three day wait to unlock the next case, other than that so addictive and really clever!"
864,5,"us"," Cool I really like it. It's fun to play"
865,4,"gb"," Great fun Easy to follow and good fun"
866,2,"us"," Developers please help!:/ Absolutely love this game but recently the game keeps force closing on me. I've played multiple times before with no trouble. I have an iPhone 4s and I'm updated to iOS 7 please help!"
867,4,"au"," Good but not perfect I like the game style, similar to a TD game. The only problem is the high imp costs, 3rd builder for 800 crystals!"
868,1,"au"," DONT DOWNLOAD All the developers want is money. Constant advertisements. Take clash of clans. They have very expensive prices for gems but at least you can play the game without all these ""special offers"" which just try to rip money off you. Do not download unless you are prepared to spend your life savings on the thing."
869,5,"us"," Love it I love this game is so addicting"
870,1,"gb"," Not good The usual high standard of incompetence....app will not load anything remotely television like..."
871,5,"gb"," Great game Great little game"
872,5,"au"," Addictive Good fun but can be frustrating"
873,3,"au"," It's ok. Had a few glitches when making purchases and ended up paying twice for one purchase. This has happened a few times. Wait time on some things is just way to long. And why is there a progressive insurance banner on my farm. I didn't get this app to have adds for insurance put infront of me."
874,5,"au"," Love this game Love this game"
875,5,"au"," I love you guys Before I was just played sometimes but since last 1 month, I dont know why but I was getting fall in love with this game and now, u made 'Seoul' tour!!!! Which is my home town!!!! So fantastic guys! Im really really happy with this update. Thanks guys again :D"
876,5,"nz"," Get prepared to lose hours!!! So addictive!! Can't stop playing! Good that new lives are renewed regularly enough that you can continue to play without paying!"
877,5,"gb"," Fun This is a gd game"
878,5,"us"," Bocy Vsrb fayibdt vsyhlpovdat. Gdayjbdj"
879,4,"au"," Good game but there are some glitches Really enjoying the game and the strategies involved to progress. Really takes the ""bejeweled"" style game to another level!! But Creators can you PLEASE fix the glitches in the game. For some reason my star scores aren't being added and I can't ""visit"" the wizard since entering Gallikin land. They are staying on 5 or 6 even though I've progressed up 3 more levels. Also even though I'm on my FB account it doesn't sync my game achievements to my other devices, even when backed up to iCloud etc."
880,3,"au"," Could be better Why is it when I always play it on my iPad then I decide to play it on my computer I had to start the game from the beginning I should be able to play on eat her and be at the same level and pick up where I left of."
881,1,"au"," Network Error Worst app ever. 0 stars (have to rate at least 1 unfortunately).
Almost constant 'Network Errors', often followed by time outs/loss of match (not my phone, everything else uses network fine when this app can't).

If you want an app that makes you want to smash your iPhone into tiny little pieces from frustration, then this app is for you.
Shame because the game itself is really good..."
882,5,"us"," I love to play I feel like I'm really a farmer taking care my farm and doing my business. I enjoy a lot. Although I wish we could have the FarmVille 2 be allowed on iPhones and iPads also so would be much quickly for as to transfer ours waters and produces between farms instead we have to go to a PC to do it."
883,5,"au"," Yep Sssoooooooo must get its just 1 of those iPod games that just work"
884,5,"au"," Awesome game Awesome game lots of cool games I love it also big wins in games"
885,1,"gb"," Game reset Thoroughly enjoyed this game until I opened it today and it had reset to level one. I was nearly at level 400! Livid."
886,5,"gb"," Brilliant zombie game Fun hard to start but when you get used to it a lot of fun good graphics and gameplay"
887,5,"us"," Casino games Love all the games and the new ones keep  coming thank you"
888,1,"us"," App The angry birds app keeps crashing on my iPhone 3GS."
889,5,"nz"," Lol AWESOME i really want to earn more money faster and have alot of great lux items plzzzzz keep up da updates coming its AWESOME he MINIMOG ARIX CODEMAN AND HEALBOT USMC STIG."
890,3,"au"," Instie :) Kristie_baker"
891,4,"nz"," Wish this had more updated often <f0><U+009F><U+0098><U+008A>"
892,5,"nz"," Sc <f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0091><U+008C><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0092><U+009C>"
893,4,"au"," Top slot Top game of the hot list.great variety and titanic payouts."
894,5,"us"," Addictive Game This game is so addictive, I can't get enough of it. Love this game!"
895,4,"gb"," Good Good"
896,1,"au"," Unhappy I've been unable to get into doubledown casino 
For months. I'm on Facebook ,my iPad has been updated to iOS 7 and I still can't get into said game.If I didn't have so much money to spend I would delete this game."
897,1,"us"," Keeps crashing I've suddenly been reduced to level 1, and I'm unable to do anything at all. I was about to finish the event, but I have lost EVERYTHING and can't even move the screen focus."
898,5,"us"," Free gold Whoo whoo free gold!!!"
899,5,"gb"," Good fun game Good times! Challenging friends to a game of poker in the pub!!"
900,5,"gb"," Love these games All of these games on here are fab, so addictive
And also good banter with other players
Spend the cash with ease and no worries of financial ruin lol"
901,4,"au"," Great Game i love this game, it is very fun but now when i click on level three my game just stops and closes down :("
902,5,"au"," Hay Day Please, can you help i hav,nt been able to get onto Hay Day since 31st August, can you please sort out why my game has stopped and let me know how i can fix it please, please, please. Can you contact me and tell me what I can do to get my game going again ASAP please"
903,5,"us"," Just Love It!!! Really enjoy playing just wish I could win more hopefully my luck will change!!"
904,5,"nz"," This is the app!!! I think this is a game for 7 and up and I really like how they move to city's it is really cool and I like how you can dress your person. If you we're 7 years or over get this app."
905,5,"au"," OMG I love this game. Before I got it and the ad popped up so many times i saw the game as a terrible game that younger children would play. I eventually got sick of the ads popping up so I downloaded the game and only then I realised that I loved it and I got addicted to it. There is one slight problem though. I am on level 24 and I have just started saving to open the mine. The problem is that I need 21 000 coins to open it up. That is a big jump from the 14 000 for the boat. If these prices could come down that would be great because I am sure that not everyone has a million dollars stashed for when you have to open something. I also have a couple of suggestions, could the game be able to connect even when I have no wifi or when you don't have wifi you can't visit other farms or read the newspaper, be able to find friends not just through Facebook (because I don't have it), there be a section in the newspaper where you can search up an item that you would like and there would be all of the farms that have it on sale,have Tom all the time and not pay diamonds to get him, having cocoa beans and a chocolate machine so that you can make different types of chocolate and that when you level up you get a certain amount of things like axes,TNT,shovels, saws,nails etc. Thank you for taking your time to read my review and hopefully there are more exciting updates to come"
906,5,"gb"," Great Very addictive .. Excellent game.. Bad for battery life tho ... Can't put it down... Great to while away the hours.."
907,5,"gb"," Good Very good game lose time a lot of exciting"
908,5,"us"," Awesome Love this game."
909,5,"us"," Great Great game so fun"
910,5,"us"," Farmville 2 Super fun game but kills my cell phone battery really fast!!"
911,1,"au"," GEMS WHY SO MANY I like the game but you need to many gems for every purchase so why bother"
912,5,"us"," AMAZING! It's so addicting! I just can't put it down!"
913,5,"us"," Addicting Don't play if you're prone to addiction."
914,5,"gb"," QUALITY This game is brilliant so addictive, it's the first thing I look at in the morning and it's something that you can keep going back too all day, been playing it for nearly a year now and still not bored of it!"
915,3,"au"," Good Games Excellent slots but keeps on taking too long for reels to stop resulting in messages popping up all the time...Lobby or Continue.....very frustrating...."
916,5,"nz"," Best game I've played so far This game is feeling awesome!! I definitely recommend this to any game freaks.."
917,4,"au"," Lexi So addictive"
918,5,"au"," Fun Fun"
919,5,"gb"," Sick Game is good but it took me ages to get 15k and next time I went on the game it was gone"
920,5,"gb"," Slots Excellent game"
921,3,"gb"," Ummmm.... I'm not exactly Ure what to say about this app I love vein able to wayh stv portably but you still have to watch the adverts as it dosnt let you skip them I find this really really annoying its gotten worse recently used to he three now its seven"
922,5,"nz"," Good All good"
923,5,"au"," Great Great"
924,4,"gb"," Awesome and addictive The game is the fun and I really enjoyed playing it. It can be very addictive especially when you first started it... The only problem I have I had was I used up my diamonds (maybe around 29  diamonds) accidentally by clicking the thunder sign all the time, its mainly because I have big fingers or I m very excited to harvest all them crops, bake, loom, using the feeding machines.. Other than that it is a good family fun game! 

Rooms for improvement: Maybe try to put the thunder sign somewhere else but nearby...? :)"
925,5,"au"," Subway surfers It is the best game ever"
926,5,"au"," Yeah Love it"
927,5,"au"," So addicted! Can't get off this game but definitely needs some improvements. If we get married the next update should be that we are allowed to have kids. We also should be able to write our own tweets, why should Willow get away with saying rude things to us when we can say something witty back."
928,5,"nz"," Game Great"
929,3,"gb"," Energy / experience / babies It takes too long to gather energy and what if you do not have a Facebook account or no friends on the game centre then half of the items you will never be able to access. You should be able to purchase experience in some form it takes way to long to level up and hopefully you're working on bringing babies into it."
930,5,"au"," Angry birds Great game"
931,5,"gb"," Freakin amazing Love this game
Suggestions

Shorter time waiting for energy

More important tasks

Designing clothes ourselves?

Have children

Interact with husband/ wife more like have actual conversations

Rest of kardashians and jenners"
932,5,"gb"," . Good"
933,1,"gb"," Rubbish Couldn't even use it! Said 'Checking Location' for about half an hour even on the wifi! Gave up, wouldn't bother with it."
934,5,"gb"," Farm up The best farm game it's so addictive love it!! <3"
935,5,"us"," a real blast Love the game. I unlocked the roulette exclusive bot. He's basically Noisy boy with Midas's heavy attacks. I wouldn't waste too much time trying to get Zeus though. He's the equivalent of 40-50 real world dollars. There will be a lot of farming for everything, just as a side note."
936,5,"gb"," So addictive Kept me occupied for ages now. Really addictive, great game"
937,3,"gb"," Hmmm... >:( It looks like a fun game to play but the worlds are either full or offline, am I doing something wrong? :( If not, please add more worlds so the newbies like me can have a go at the game! kthnxbai."
938,4,"gb"," Good game It's a good game one question is it online if not UPDATE"
939,5,"au"," game It's really good game! but , you should probably add more cash somepeople are probably broke. :/ and make some places more cheaper! and add more K cash!"
940,5,"au"," Perfect This is a great game a bit laggy but that's probably my phone but wow is this game good"
941,5,"us"," Fun Having lots of fun."
942,1,"gb"," Crap Crap"
943,5,"au"," Little raiders Awesome game"
944,5,"au"," Good game Yes"
945,5,"gb"," Taken 2 years of my life I play it everyday, it can easily be played and enjoyed without spending a penny. I love it."
946,2,"au"," Please fix the problem I love this game but since last update can't play. Game won't open. Very frustrating. Please please fix it."
947,4,"au"," App closes when phone rings I would have given 4 stars but when I am playing and the phone rings, the app closes and my score isn't saved. It would be preferable for the game to pause instead"
948,5,"nz"," AmaZing Love it!!"
949,5,"us"," Hours of mindless fun This game provides hours of mindless fun. Enjoy!"
950,4,"nz"," Annoyed I can't gain anymore fans, when I have an event and I get the feedback it doesn't come up with the fans that you would normally gain"
951,2,"nz"," rose Used to be really good. Now its dead boring. Love (not) how the wind up music to bonus rounds plays AFTER you see you've missed out AGAIN!   I'm outta here ...."
952,5,"us"," So fun Love this game so much"
953,2,"us"," Not bad Just started playing, it's not to bad so far. Pretty entertaining"
954,5,"gb"," Best 1st Player Out Out There Love it! Controls are easy to use. Appears easy, but gets difficult as it progresses ."
955,5,"us"," Updates!! Love the updates & the fact that my suggestions are being added <f0><U+009F><U+0098><U+008A>.. I should totally be on board as a payee lol.. Ok, few more ideas.. So, I love the private jet idea! Too bad I can't afford it <f0><U+009F><U+0098><U+0094>.. Here's a tip! For those who can't afford cars or private jet, how about a car service?? Sounds cool right!? Bc I'm the fashion icon of the yr & I'm still catching the bus <f0><U+009F><U+0098><U+00A9><f0><U+009F><U+0098><U+00A9>.. & can we visit our Husband at his job? Or can he just follow us to our events too as well.. & for futuristic ideas we need a BABY! You can add maternity clothing to make us look pregnant! And we should be able to tweet from our events.. It's no fair that our frenemies can but we can't.. So these are just a few suggestions.. Thanks doll <f0><U+009F><U+0098><U+0098>"
956,4,"gb"," 4 stars Boring but also fun"
957,5,"us"," Fun Game! Enjoy the game but agree there could be a want board and upping the storage is too hard. Other than that I love the game!"
958,4,"au"," Great game, but... Five thousand dollars is written '$5000' not '5000$'. Everything else about this game is awesome but for dollar rewards put the dollar sign in front of the value."
959,5,"nz"," UPDATES!!!!!!!! I think that this game needs like a daily reward that you get every day like everyone there should be like elements of barracks or something like that oh and I think that if your base is full you can expand you land or whatever and I think there should be like a troop a lady troop that has powers of nature and that troop you can buy is right after P.E.K.A what about new SPELLS!!! There should be a rise from the dead spell that cost gold and elixirs oh and what about a lady troop that freeze whatever she hits every two hit thanks plzzzzzzz it will be a miracle"
960,2,"au"," :/ Ok here it goes i had this game for like 3 months and i got addicted to it and I was thinking about it at school and I couldn't sleep this game puts to much pressure on you and messes up your life im sorry :("
961,5,"us"," Great Great"
962,5,"us"," Amazing Just amazing"
963,3,"au"," BoganSamurai Pretty cool game, close all other apps before playing to stop crashing!"
964,5,"gb"," Great fun !!! Great fun !!!"
965,3,"gb"," Time <f0><U+009F><U+0091><U+008E> It takes too long to get energy. Also it's quite hard to get stars and the best clothing there is, you have to use stars to buy it."
966,3,"gb"," Could be better The games fun and exciting, but it's needs a couple more tweaks, needs to be reformatted for iPhone and iPad, also you can't even buy cards with Clintz unless someone's selling them, I remember when you could purchase fresh packs with Clintz instead of only just Credits, but like I said it's still fun and entertaining, just could be better."
967,5,"us"," This game is awesome Look guys this game is so good but if you can do some updates on it it will be the best game ever It will even beat clash of clans"
968,5,"au"," Addictive Love this game!!"
969,4,"gb"," Awesome It's an awesome game just not very addictive.Its not as good as angry birds rio thpugh"
970,4,"us"," What enhanced graphics?? The game still looks the same. Please make characters look better."
971,5,"us"," Farmer Addictive"
972,5,"nz"," Clash of clans Wow wooooooow"
973,5,"gb"," Gg Good game"
974,5,"gb"," Great and addictive A game that is not totally reliant on customers money"
975,1,"gb"," Doesn't load Would actually give a proper review if I could actually get the game to load even once. Have installed and tried to play 6 times and it has crashed each time. Well done. Deleted"
976,1,"gb"," yawn snoozefest, even though i loved the original.
very long loading times between screens, its painfully dull

EA just keep on grossly misunderstanding mobile gaming, whilst the nimble supercell are cleaning up."
977,4,"au"," Game of War Very interesting game. Good learning game for History buffs. Time consuming but fun. Very enjoyable."
978,5,"au"," Sick as Fun funny fantastic"
979,1,"gb"," Worst app of all time This ""app"" is probably one of the worst apps so far. You cannot rewind or fast forward the programme and after sitting through the repetitive advertisements the programme has sound but yet no picture. So if you cancel your view and restart you are brought back to the very beginning for the programme and if you wish to start off from were you left you are forced to watch the very same advertisements again. It really a waste of time to download this app."
980,5,"us"," Great game Awesome fun"
981,5,"au"," awesome awesome game"
982,5,"gb"," AWSOME! got the game today and already addicted To it great game worth downloading 10/10"
