"X","rating","location","text"
253,3,"au"," Level counter Can you please explain why after playing for over 3 years I am still only on level 12 while my partner who has only been playing for 7 months is sitting on level 13. We often play the same amount of time and win on average the same amount of money, could you look into my account and see if there is a problem."
254,4,"us"," Ballin! Good times! I wonder about the statics and dynamics behind some of those structures though!!"
255,5,"gb"," Awesome I love this game it awesome"
256,4,"gb"," It's met Great game"
257,5,"us"," Hay Day This is a 5 star game, NO DOUBT!!!  As for downloading for free, yes, but DEFINITELY plan on spending some bucks for the needed diamonds.  give it up and pay the $100 for 3750 of them!!!

Barring the cost, it advances with each step that any player knows that it will become more complicated...Not in the way of normal
Games.  You have your farm, come to care for it, and therefore go forward.  You want to check it out all of the time.  Each advance
Challenges you more, as you have to remember more things to do. 

You can play at your own pace, design your own grounds, and have one HECK of a lot of fun with this game.  It must have taken YEARS to design it!!!  Trust me, try it, get rid of the first $100 bucks for the much needed, and cheaply returned, diamonds, and
Have more fun, with building challenges at your own rate.  This game is truly incredible....It is not gambling...You are on your own farm, the animals are adorable, and they switch animation during the seasons.  You work towards different levels, HOWever,
YOU achieve, not as a competitor, but by yourself...

Play the $100 right off, be patient and do not spend too many diamonds, and then play a truly quality game....CKT"
258,5,"us"," Wicked the game I love this game!  Had some problems with getting requests in the game at first but seems better."
259,5,"nz"," So awesome must play Read the title"
260,5,"au"," BEST GAME EVER !! I love the graphics and levels of this game ! BIG credit to all who made this game ! <f0><U+009F><U+0098><U+008A>"
261,1,"gb"," Ridiculous ! Twice the game has restarted on me! It's ridiculous!"
262,1,"us"," Force close This game is great but always force closes when you finish the epilogue ."
263,5,"us"," A fun skating game! Simple controls and tons of characters and upgrades. The game gets updated a lot with new places - Halloween theme is cool!"
264,5,"au"," Great game Great sleuth game"
265,4,"us"," Always Improving Love all the diff. maps and updates. You cant tell where you will be next it is amazing!! <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D>"
266,5,"nz"," This game is really cool! I love this game it's so fun and really enjoyable to play! Some things I think you should add thou is that u should add getting dirty with people and showing it on the screen! Also people should have babies on here! Another thing u could add is when u have nothing to do while u are waiting for the next thing to come up somebody should call u to meet up or go on a date ! This game is really good but with these improvements it will make it even better!"
267,5,"nz"," Mean This is da coolest game eva!!!!!!"
268,4,"au"," Great Game This is a great game with the next update you should allow the option to play the saved game on multiple devices."
269,3,"us"," Fun but... The gameplay is very fun. However, like most games like this you will hit a point where it's nearly impossible to proceed without spending money. The levels get difficult to the point that you either give up or spend some cash. I played it and enjoyed it but the in app purchases are a bit high, so I'm deleting it."
270,3,"gb"," Nice app Good and entertaining app, I play it for hours but it is rigged when the bonus reels appear, when 2 of the bonus reels appear the spinning time takes longer and guess what NO THIRD BONUS, otherwise very playable"
271,4,"nz"," Can't connect to facebook Recently passed a staged that I've been stuck on and now my game won't sync to fb. A bit annoying. Otherwise addicting"
272,5,"nz"," Amazing Best game ever"
273,5,"au"," <3 Awsome game really makes you think takes your mind of annoying people for a little bit"
274,5,"us"," Love love love Awesome game!"
275,5,"au"," Suggestion Can you add the option to test your defences to find weak spots in your base?"
276,5,"us"," Upfarm Great"
277,5,"au"," Awesome Best Game!!!"
278,5,"us"," Great game! It's easy, but very addictive to play! It's great for a boredom cure!"
279,5,"au"," Very addictive and fun Fun and addictive"
280,5,"us"," Great game! Very rich scenery. Really fluid, great gameplay."
281,5,"gb"," Love it Love this game keeps me entertained for hours! Must get.......!"
282,5,"us"," Very fun game Very fun game"
283,5,"gb"," Good Fun game but some of the upgrades take to long. For example inferno tower and x bow and town hall upgrades"
284,5,"us"," Hell yea! Awesome game! I play it all the time, but it crashes way to many times! I'm Starting to not play it because I can't even fight without the game crashing!! Please fix!!!"
285,5,"gb"," I hate it when I hit the freaking train  but I'm good with it's I hate it when I hit something but so far I'm good"
286,5,"us"," Fun and addictive Really loving this game! Just be warned, it's very addictive! I even got my husband hooked! Do wish there was a way (aside from Tom, who I refuse to pay diamonds) to search for items in the paper. But otherwise, great game, thanks!"
287,1,"gb"," Crash Crash , crash, crash, don't think I have watched a full program with out a crash"
288,5,"au"," Great game. I love this game. I m on it everyday."
289,4,"us"," <U+2661> I like this game, but I wish Kim from Australia came back!"
290,5,"us"," T Love it"
291,5,"au"," Subway surfers is good but I really need a jackpot and I saved up a lot of money and bought about 6 thousand mystery boxes but didn't get a jackpot. I was so dissapointed and upset which made me think this game is bad so please put more jackpots in it."
292,4,"nz"," Mr One of the worst game server always down and bets are so high to take all your money"
293,4,"gb"," Good game Excellent"
294,5,"nz"," Subway surfers I love this game would it be possible t do a New Zealand one with kiwi icons thnx it's good fun"
295,3,"us"," Fun but glitchy Really fun game but glitchy after 10 minutes. Gets slow and doesn't recognize taps on the screen. End up wasting my time dying because of the delay. Need an update to fix that."
296,4,"au"," This game Is pretty good, respect that's its strongly related to old dungeon keeper"
297,5,"au"," Good Good million time"
298,1,"us"," waste of $4.99 no actual racing. just a few touches of a pedal determine some race that happens that you don’t see. and then you taken to screens to tune, buy stuff. plenty of other games that actually let you drive the car around laps. Do not buy this game ever!"
299,5,"us"," revieuwww The game is nice and cool"
300,2,"nz"," Internet connection I just downloaded the game and can't play because it says there's no Internet connection even though there is. I haven't even played it once. Please fix this bug because I really want to play it."
301,5,"gb"," Addictive Amazing this game is soooo addictive"
302,5,"gb"," Hello It a good game I like it"
303,5,"gb"," Fabulous Great freebies and lots of choice, highly recommend you give it a try"
304,1,"gb"," Worst app Worst app I've ever used. Sort It out!"
305,1,"us"," Update Update is not working properly. I'm logged in and try and send a gift it tells me to login that I'm not connected and will not allow me to send gift. This is the only way you get to play because there sure isn't any payouts or bonuses. Great games but way too tight. I attempt to play this everyday and have for several months the level up bar NEVER moves very unfair."
306,5,"us"," Cool Awesome"
307,4,"us"," Jut cute Good"
308,3,"us"," Crash App has been crashing all day please fix. 3 stars till you fix please! iPad app now isn't working. What's going? Please get this fixed!"
309,5,"us"," Yay Sweeeetttttt"
310,5,"gb"," Plumbers crack The best game ever so addictive"
311,5,"gb"," Addictive What a an addictive game once you download and play you will see what I mean,  you will get some funny looks from those around you as you play but I guarantee that when they get home if not before they will be online downloading it.  Get it fast because sooner rather than lat you will have to pay for it.  Without bout the best free game around."
312,5,"us"," Improvement in function Been playing here 4 months. At first, many glitches. Big wins wouldn't post to my account. It would disconnect instead. But that problems seems to have been corrected. I am enjoying it very much now."
313,5,"nz"," Highly addictive Will cause arguments with your partner!!"
314,5,"au"," Third hero and be able to attack frenids it is fun till you have to wait so long for your troops to  upgrade but still love the game had it for a long time you should be able to get a third hero.and make levl seven wizards and stuff make it so you can pick the people you what to raid cues my mate and me have coup how is better a Nd i think it would be fun and a challenge that would make it make the game so good  and my champion 3 2 1 then a new league or just leave it at the but the best people in the world have nothing to upgrade and stuff so yea and third hero is what i would really like and the attack you frenids"
315,4,"us"," Hey Awesome way to play"
316,4,"au"," Game of War This is a great game one of the best I have ever played but people that are able to spend money definitely have an advantage and those who can't or don't it's a big disadvantage!!! It's fast levelling at the beginning on the game but later on it becomes much harder to do so."
317,3,"gb"," Helps Helps being bored and long journeys"
318,3,"au"," crashes on resume Every time I play this game, put my iPad to sleep, and then wake my iPad the game crashes to the desktop. It says trying to connect, makes some dungeon noises, then crashes."
319,5,"gb"," Candy crush Fab"
320,4,"us"," Decent game This game is decent for a Nascar fan.  It requires the use of basic racing strategies and is definitely challenging.  Considering it is a strategy game and not a first person racing game, I have enjoyed it thus far.  I have not had the serious crashes that have been previously reported. There seem to be minor issues only, but hopefully these get resolved..."
321,5,"nz"," Great game Awesome game good time waster"
322,4,"au"," FarmVille 2 Awesome, addictive interactive game !"
323,5,"nz"," Real steel It is so fun I can't stop playing!!"
324,5,"gb"," Fun mmo It's not the best mmo, but it is the best on iPhone. The world feels really realistic and the way players interact is refreshing. You can form groups and go on quests together and making money in this game has great rewards. Good graphics too! No complaints really."
325,5,"au"," Awesome Love it & addicted!"
326,3,"gb"," Very addictive Very addictive. However the touch is so slow to respond and when you put the plate over a person a lot of the time it doesn't do anything. It makes it even more frustrating."
327,2,"gb"," Was good but no more Used to b a great game but not anymore... After spending over £10 grand and 2B power there is not much u can do coz most players are over or near a billion and rally capacity makes it near impossible to have fun zeroing someone without mayor loses. They need to increased capacity or else this game is pretty much dead soon.... For those of u that can't spend money then delete game. U will waste your time playing it and after spending so much of ur life here u will regret it.... AVOID!"
328,4,"au"," Great game Lots of fun, entertains everyone"
329,2,"us"," Are you kidding me? Fun game, but extremely ad supported. Open the game, se an ad. Go to choose your robot, see an ad. Choose your robot, see an add. Pick your fight, see an ad... Everything you do, you get an ad to accompany it. It's annoying! I can't keep playing it receiving ads with everything I do."
330,1,"gb"," Disappointing Really enjoyed this game until I got to a point in the game where it froze. I uninstalled and reinstalled and began the game again. Got to the same point and it froze again and has been like that for a week. Hugely disappointing! Update?!"
331,3,"nz"," Awesome game BUT!!! It doesn't open after the 3rd time :("
332,4,"gb"," Dead trigger 2 Really good game runs well on iPhone 4s only problem is that blue prints should be more common as it's taking me a forever to unlock weapons"
333,3,"gb"," Update crashes I like the update -not nearly so bad as some of these reviews make out. The new single square tunneling is better imo (speaking as mainly a defender the old way was always annoying) and the layout is nice. However, when I try to log on there only seems to be a 50/50 chance the game will load and the 'please wait....' messages in game still wind you up particularly mid-attack when you automatically lose the battle. Overall the update is good even if it seems to favour defense -but then why should it be easy for others to waltz in and smash your beloved dungeon to bits?"
334,5,"au"," Addictive Game Tremendously enjoyable game it will be even more impressive with offline play and perhaps less punishment for raiders fainting or reduce construction time"
335,4,"us"," Awsome Subway surfer is awsome u can do awsome things and get cool power ups!"
336,5,"au"," Great game. A whole lot of fun in a small game package."
337,1,"us"," Ipod 4 Crashes everytime on the nascar redline screen"
338,5,"nz"," Top Trop bien !!!"
339,1,"gb"," Absolute crap Its just as well it is FREE...Plays all the adverts (far too many of them may I add) and after 1st half of programme it then plays all the ads AGAIN but then when u wait on 2nd part, it puts it right back to the beginning of programme...SORT IT OUT OR GET RID :@"
340,5,"au"," First game to have real strategy Must play"
341,4,"gb"," Good however This is a extremely very good game. The only downside of this game which infuriates me is that you have to have 3 friends with some report to be written before you enter a new case. I have no idea why you put this in but could you please take out so that if you don't have facebook you can automatially go to a new case other than that good game."
342,5,"us"," Good game! But... This game is really fun and also addicting. The reason I would have given it 4 stars is because the prices are sooo overpriced. But I figure that's not really important. But really, it's overpriced.  Other than that, good game! The characters are weird looking and why would you want to buy prince k for that much anyway? I would like maybe an upgrade for the things u get (ex. Magnets, jet pack) do it could last longer. It is also really lame for the pogo stick thing to just make it drop to the ground. I've died smacking my face into some things. Now, don't judge and say I'm a whiner, it doesn't happen too often and is not a nessecity that they need to fix. Other than that, everything fine! Sorry, I should probably stop saying that. <f0><U+009F><U+0098><U+008B> For those people who keep complaining about the game crashing, I'm not calling you whiners, but maybe your phone is bad. Before you get frustrated( again not calling u whiners just saying this just in case u might get irritated, I get irritated easily) I understand how frustrating a game crashing can be. That happened with me and terriaria mobile, but that's a different story. All I can say is, I'm playing with and iPhone 5s so that might help with the crashing. If it keeps crashing, well, just don't play it I guess. Or try this: restart your phone or double-press the home button if ur playing this on an iPhone. If u have the new iOS then find you game box and delete it by pushing it up. It won't delete the game don't worry. It'll just bring u back to the logo stuff. Anyway, thanks for sitting through this review and hope u enjoyed it!"
343,5,"gb"," Cool I love this game! <3"
344,5,"gb"," Sick This game is rad"
345,5,"nz"," Love it I love it this is the best game"
346,5,"us"," Great way to pass time Love these games people you meet mostly kind and generous, have encountered a few stiffs, I just say wow it is a game and supposed to bf fun, problems are solved swiftly, enjoy the free stuff, almost like being at a real casino great way to pass time...the ultimate -Ama McJacques"
347,5,"gb"," I LOVE IT I love this game.

Thx for creating this app"
348,5,"gb"," Beerilliant Unbeeelievable! Once you start playing you can't stop"
349,5,"au"," The best game The best game I ever played
Very addictive I will recommend it to anyone."
350,1,"gb"," Dreadful! Was forced into downloading app this am when I went online to catchup on Corrie.  One and a half hours later!! I've given up as the beginning of the second episode seems to have frozen for all time.  STV you need to get this sorted out. Also, my true rating would be zero stars."
351,5,"au"," Angry bird Fantastic game"
352,5,"nz"," A lot of things to say... Ok so I'm really addicted to this game. My Sister has it, she really likes it too. However My Other sister deleted it .<f0><U+009F><U+0098><U+0095> I don't know why but these are some things to make it better...

•A search bar to search up things from people roadside shop
•Lower the level needed to chat with members in your neighborhood
•Possibly add snow?
•Be able to make status updates maybe to try and get people to stop asking for particular stuff
•we should be able to make a profile add customize a character to show our personality
•be able to have more extensions when you get to a certain level (for those who have run out of space on their farm)
•Be able to play this game without Wi-Fi

Thanks if you add these in I'm sure my sister will re-install it <f0><U+009F><U+0098><U+0083>
Thanks"
353,1,"gb"," Not worth it If this was a game that gave you some sort of challenge, then it would be worth paying for the new energy you need after 5 mins play. But it's not ...."
354,5,"us"," gREat Fun game to play while on lock down for ebola"
355,5,"au"," Hay day Great game never get board from the game it's cool:)):))"
356,5,"us"," still enjoy playing it :-) nice to get back from time to time"
357,4,"au"," Rerun F chfk"
358,4,"nz"," Dating and hair! Love this game but would be great to buy hair with money and also dating time should be expanded before they call to break up. I don't always get to see them"
359,5,"au"," Great game Great game"
360,5,"au"," Great and addicting Doesn't require tons of money and is easy to play."
361,5,"us"," Great This game is just flat out fun   It's not toooo hard but it makes boring time  fun"
362,1,"au"," FARKING RIP OFF This game is all about bleeding the user of their hard earned dollar for diamonds how pathetic and the fishing nets what a joke 20 hrs for 3 fish what joke and the app doesn't load all the time and when your looking for items coincidentally them items don't appear in the newspaper really Sh!t effort guys I'm off to find something better to play goodbye"
363,5,"us"," Clash of clans I love this game it's awesome<U+2757><U+2757><U+2757><U+2757><f0><U+009F><U+0098><U+008E>"
364,5,"nz"," Love Love it"
365,4,"gb"," Funny It is so cool"
366,5,"gb"," Doom Excellent.Really good, kill 'em all."
367,5,"au"," I'm hooked! The biggest problem is, without the funds to purchase keys, I just keep poking along."
368,4,"gb"," Too high prices upgrades Upgrade prices are stupidly high and costs a lot of gems to finish, also they take like 15 days sometimes!!"
369,5,"us"," Get it NOW Fun easy better than subway suffers not to many ads great for waiting"
370,1,"au"," Wow... Ahaha there was a ad of this game so I thought I might get it and it said it had over 5000 ratings. So I went to the App Store and it only has 156 ratings"
371,5,"nz"," Great Awesome game great way to spend a couple of hours"
372,5,"nz"," Awesome FPS! Excellent game play"
373,3,"au"," Great game but I hate the dragging!! :( Very addictive game! I quite enjoy this game very much. But I get so annoyed that you have to drag the food from place to place. Sometimes i have to drag my finger a few times for it to actually move and most of the time it takes too long that the food will burn <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB> so frustrating!?!? why cant we just click on it and then click where it needs to go??? much more easier and quicker."
374,4,"gb"," Very addictive Good as these games go it is possible to play without having to buy keys"
375,3,"us"," I love the idea of the game..but... I love the show Wicked, so I was overjoyed that there was a game for it. The game is fun! But there are bugs that need to be fixed, please! The screen freezes when I try to click the gate to ask for keys and the one time it worked to send the request, it wouldn't work on my sisters end. ""With a {game} like yours, dear, there is a definish chance, if you work as you should, you'll be making good"""
376,5,"au"," Very cool, very swag, I like it :)"
377,5,"nz"," Denise Awesome slots, very addictive"
378,5,"gb"," Addictive Love the fantasy angle. Great mixture of RPG and card game. Where can we buy the real decks?"
379,5,"gb"," Fun and very addicting!!! <f0><U+009F><U+0098><U+008E> One of my favourite games"
380,5,"au"," Best Game Love the game best game in the world it's just like farm Vill"
381,4,"nz"," Great game This is a very fun game with lots of missions!!"
382,4,"us"," Okay Most people love angry birds but its fine:)"
383,1,"au"," Not happy What happened to the betting  system ? Cant bet more than 5 thousand on roulette ?? Don't waste your money , used to be the best casino ."
384,5,"us"," Awesome This game is very addicting and fun!!"
385,4,"au"," Nice Great and easy going game!!!"
386,4,"nz"," Plumbers crack Amusing fun."
387,5,"gb"," Love it :) Love it! Also addictive"
388,5,"au"," Great game! I really enjoy playing this game and it doesn't glitch at all! Although it is really similar to temple run its still fun to play."
389,3,"us"," SUBWAY TOKENS I like this game very much. However, I keep earning stars and still no new task to complete. I just updated thinking I will find the subway tokens and still nothing. I hope you guys get this game fixed soon because I enjoy playing and I don't want to get upset and delete it."
390,3,"gb"," Good game but....... This is a very addictive game.......right up to the point where you cannot progress any further without having to buy gems off of real money. As usual, a decent game ruined by greed."
391,5,"gb"," Good Dates need to be quicker. Want to get to the wedding part seems to take forever and they dates break up with you too quick so you have no chance. 

Energy should refill quicker. 

Still an addictive and good game though."
392,4,"us"," Amazing but I love it cant stop playing it
But some ideas my friend and i had is maybe there could be houses u can buy and design also maybe you could like buy furniture and flooring also i think it would be amazing if you could buy a pet that could help you fight like a Dog or a horse or even mythical creatures like unicorns also the profanity glitches out for me also maybe change the landscape for seasonal stuff like during   the winter make it so the landscape is snowy during
 the fall make the trees have no leaves during the spring an  during summer make there leaves and flowers and all type of that stuff"
393,4,"gb"," Good Great game although energy takes to long and is used up to quick unless you pay for it"
394,2,"au"," Interesting game but unplayable! Server side disconnections and the lack of a reconnect function make this game really frustrating to play."
395,5,"us"," Plumber crack Plumber crack is the best I can't stop playing it once I start I can't stop it is my favorite game in the whole wide world"
396,5,"gb"," Best Eva Game This is the best most addictive game ever. It has challenges and missions to keep you entertained and it also keeps it fresh by changing the theme every couple of weeks. Time flies when your having fun on this game. It's better if you log into Facebook to compete against your friends. If you don't download this then your missing out, seriously!"
397,5,"us"," Good Good game"
398,3,"gb"," Reelsteelwrb It's good but takes ages to come back on this app would be a lot better if it came on straight away"
399,1,"gb"," Worst app! Downloaded this app on iPhone and iPad and works on neither, fails to recognise I'm in Scotland and doesn't let me watch anything. Very frustrating. Even when trying to watch it on normal Internet it re-directs me to the app so can't watch any programmes. Very disappointing."
400,5,"us"," Insane and Great! I have played since release, I'm a level 184 and have experienced it all...! Amazing game 5/5* here.
If you are also reading:
Fix issues with target lock.

New players beware: SELL EVERYTHING FOR LOTS AND BUY FOR CHEAP!"
401,5,"nz"," New Zealand This game is the best !! I just won the jackpot :) next update should be a New Zealand theme !!!!!!!"
402,5,"us"," Awesome I LOVE this game. The graphics are SO detailed!"
403,5,"gb"," Amazing Different to normal games 
I am enjoying this game a lot 
It's not easy sometimes it can be quite a challenge"
404,1,"us"," Slow I have a problem with this app on iphone 5 . The app shuts off !!!!!!!!!"
405,1,"nz"," cant connect this game is a waste ive never played it because it only says cant connect so dont get it cause its a piece of junk"
406,4,"au"," Great fun This game is really loads of fun, try it- you'll be hooked!"
407,4,"nz"," Spinout Great time waster"
408,5,"gb"," Great Great fun :) lots to do not real money heavy if u can wait"
409,5,"au"," IT IS A HECTIC GAME Celtic is very boring when u start but when ur as good as I am ITS HECTIIIC"
410,3,"nz"," Doubledowncasino Why can I not get connected to this ,getting angry now. Was fun to see it build up ."
411,5,"nz"," Good game This is one if the best game ever totally worth downloading  just an idea it would be cool if you could be able to donate gold and elixir that would be awesome"
412,5,"au"," So much fun! So addictive and fun. I could sit here for hours on end playing it!"
413,5,"au"," Sick Dope game"
414,5,"nz"," Cool Awesome"
415,5,"us"," Subway surfers bug I give this a good rate but my subway surfers will not let me on. Please fix this bug. Thank you!"
416,5,"gb"," So good This game is so good I can't get of, off it thank you for making this games so good and amazing <f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+009D><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083><f0><U+009F><U+0098><U+0083>"
417,4,"au"," Fun So far nice game. Maybe a bit repetitive."
418,3,"au"," Nic game I am having lag problm can any give me any solution.,,"
419,1,"us"," App issues While I enjoy playing the game itself, the app is VERY stressful!!! It takes 3-4 times trying to open it before it actually opens. It starts opening then kicks you out. I loose my lives just trying to connect. I tried deleting and reinstalling the app but it didn't help. PLEASE fix this issue!!"
420,1,"au"," Rip off Very low win rate. They are only in it for the money"
421,5,"gb"," Great Great game"
422,3,"us"," Cool Good game so far just wish upgrades wasn't as expensive"
423,5,"nz"," Double Down, Casino Love the game-lots of fun."
424,2,"au"," Buggy I just got the game but it always freezes up on the tutorial"
425,5,"us"," Amazing game Such an amazing game. Has me addicted"
426,5,"gb"," Awesome Brilliant!!"
427,5,"gb"," <f0><U+009F><U+0092><U+0096>LOVE IT Really love this app only two or three pop ups here and there<f0><U+009F><U+0091><U+008C>BRILLIANT XXxx"
428,1,"us"," Worthless Try Slotomania or Double Down - both much better at user friendliness!!!"
429,5,"gb"," 1 problem Love this game but only 1 problem. I am being beaten by my grandma in a who's farm looks the best, and my farm looks rubbish so in the next update can they please be the option to re-design the farm so that everything goes into inventory and you keep your levels and money. Thank you
Peace"
430,3,"au"," Dhaffar Great game but please stop the online need, I don't have internet connection everywhere."
431,5,"gb"," Raiders <U+2764><U+FE0F> Great game very entertaining"
432,4,"au"," Not bad Server is very slow & get booted out a lot, but still keep coming back to the game."
433,4,"us"," Fun game! This game is the perfect distraction! I just wish it wasn't so hard to earn gold tickets.... It's almost impossible!"
434,5,"au"," Addicted Loving this game"
435,5,"au"," Hours of fun Hours of fun"
436,5,"gb"," Deer Great game"
437,4,"au"," Great app but..... Great slots games IF, it ever decides to load on my mobile....takes 25days to reach max bonus only to lose it because it refuses to load....frustrating!!"
438,5,"au"," Maz Ty bf casino for many hours of fun and interaction with people worldwide . Many great games and promos."
439,4,"au"," Brilliant game Very well thought out and increasingly challenging!"
440,5,"nz"," Top job This is a wonderful time spender."
441,2,"gb"," THIS GAME IS A CHEAT <f0><U+009F><U+0098><U+00A2> Although I like the game I wanted to upgrade my barracks and I forgot my 2 builders were busy.i also didn't have enough money so I clicked to use gems (I had enough) and it said my builders were busy (which they were) so I clicked X and about 7or8 gems got wasted for nothing! <f0><U+009F><U+0098><U+00A2><f0><U+009F><U+0098><U+00A2>"
442,5,"us"," BaegirlYao Bae loves this"
443,4,"gb"," Love this game I love this game but the energy needs to be faster because I have to have alarms on my iPad to play it  and if you did I will play the game more"
444,5,"au"," AWESO DOPE"
445,5,"us"," Ubisoft GG ubisoft GG"
446,4,"au"," Great... Kinda Have no Idear how to get more pumpkins. 
Also the boy who looks for things that you need 
the lowest thing to pay him is 15 gems<f0><U+009F><U+0098><U+00B3><f0><U+009F><U+0098><U+00A4><f0><U+009F><U+0098><U+0096><f0><U+009F><U+0098><U+00A0>
Other than that... It's a GREAT APP!!!!<f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+008B><f0><U+009F><U+0098><U+009D>"
447,5,"gb"," Fun Great fun"
448,5,"us"," Candy awesome This game is very addicting I can't stop playing it... 
Great game!!!"
449,5,"nz"," Awesome, possible update ideas? Hey guys, first of all, amazing game. I would like to suggest some update ideas.
First, town hall 12-15. This will give people who have maxed out an opportunity to further progress. Along with this, a larger area to build which would mean a longer attack time to compensate for it. 
Secondly, a new troop and hero would be awesome. For a hero, a Goblin thief would be great so that the three first troops have a hero counterpart as the rest of the troops are already very powerful. Also for a troop, an idea of say a Yeti, or cavalry type troop would compensate well with the game.
Another idea would be to allow multiple people to watch a live clan war and also to be able to save replays of attacks to your iPhone/iPad/iPod memory for people who want to share attacks later. Or to upload to a YouTube channel if they wish, this would be awesome. And finally an alternate clan that is capable of holding upto 200-250 people which would be amazing for wars. Cheers!"
450,4,"au"," Game of War It's addictive and  good fun. Nice way to chat with people from all corners of the world."
451,1,"us"," Coin Doubler Isn't Working My coin doubler isn't working.  Lost out on at least a couple thousand coins because of that.  SLooooooooooooooooooooooooooooooooooooow and lags."
452,5,"au"," Great game Love it!!!"
453,5,"nz"," Any better & I'd be jobless All it needs is the ability to attack your friends or test out your or your clans bases mean team"
454,5,"au"," Addictive as hell A great concept for FPS on mobile.
With the auto shoot function allowing for faster reaction times."
455,5,"us"," Great Shooter Game Awesome game that is very interactive and addicting. I highly recommend this game for killing time and having great adventure at your fingertips."
456,4,"us"," Awesome but.... I LOVE the game/app but I got atom and I fully maxed him out and I would rather have him look movie accurate than what he looks like now,I still want him upgraded but he looks kind of weird:/.at least have like a un-upgrading feature that you can use on the robots.besides that the app is AMASING,keep up the good work!!!!"
457,5,"gb"," G It's taking over my life! In a good way..."
458,4,"nz"," Good Yeah good game. Worth a try"
459,5,"au"," <f0><U+009F><U+0091><U+008D> Love it <U+2764><U+FE0F>"
460,5,"us"," Great translation to the mobile platform I've been playing this game on the web based Facebook version and my only complaint has ever been that I keep getting to a point where new levels aren't yet available. Happily a lot of the levels I've already beaten are quite enjoyable. This version of the game is a little further behind on levels, but very smooth and fun to play. I experienced some lag once but otherwise smooth sailing for the most part. I'm happy you created this mobile version. I use an iPhone 4S with iOS 7."
461,5,"us"," Fun This is a fun game and I like it when you expand goats come out an eat the grass"
462,5,"us"," Great game It's pretty cool"
463,5,"nz"," Good Good"
464,5,"us"," <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D><f0><U+009F><U+0091><U+008D> Not a problem with mine, opens right up and let's me play. I'm a huge Wicked fan so this is FABULOUS! 5 stars all the way!!!"
465,5,"gb"," Great Funny game"
466,5,"gb"," Great game Awesome"
467,5,"gb"," Love this game Love this gamex"
468,5,"au"," Mad Awesome game I'm loving it"
469,5,"gb"," Addictive Awesome!!"
470,1,"us"," Going downhill lately This game used to be a blast with the ability to win great prizes. With all the requirements becoming unrealistic and constant glitches and server issues, I have come to regret devoting as much time and money as I have. Their customer service doesn't respond to issues either. Rip off...."
471,5,"us"," Eden incendiary Kevin effigy"
472,5,"us"," Killer game So sick"
473,5,"gb"," Mr m Top notch gaming as usual"
474,3,"gb"," Good graphics but crashes a lot Very addictive game, awesome graphics too but crashes a lot on my 4S. Newley every mission I have been on has crashed and meant I have had to restart the mission. Currently stuck on a mission due to the game constantly crashing."
475,5,"gb"," Ausome I personally think that it is a great game for kids!
It's really easy!"
476,4,"us"," Slots romance Good games ,like them, like the payouts"
477,5,"gb"," Very addictive Very addictive and lots of fun"
478,2,"au"," Crash Game crashes way to much! Needs to be fixed and fixed fast because it's going to tick everyone off and they will stop playing!! Ans make it quicker to load! I'm sick of waiting 4 day to play 1 game and watch it crash!"
479,5,"gb"," Ok Ok"
480,4,"au"," More hot costumes I love this game but please put more hot outfits for the girl"
481,1,"us"," Terrible game The odds are horrible, the high millionaires win the tournaments, and after complaining about a connection issue over and over, they decide its your faulty internet connection and refuse to compensate. Don't bother unless you want to be addicted to a game you can never win."
482,5,"us"," good follow @fishingspencer I follow back"
483,1,"gb"," NOT FIXED!!!!! Still crashes and will now not let me login!! Failure!!! Fix this bloody game have deleted it and may retry it if you finally fix it one day! Untill then 0/10 !!"
484,4,"nz"," Great boredom buster!! Love this game! So addictive and I always want to keep bettering my high scores"
485,1,"gb"," Cant be run on this device?! Ive checked the compatibility and my iPod has the iOS required to play and im using an iPod 4th gen (compatible also) and it tells me it cant be run on my iPod"
486,5,"gb"," Soo addictive Addictive and enjoyable. 
Love the little bees <f0><U+009F><U+0098><U+009D>"
487,5,"gb"," Hayday Best farm game made so far 5 stars 
Some issues with crashing please fix"
488,5,"au"," Great games Very easy"
